path,emotion,actor
../dataset\Actor_07\03-01-03-01-01-02-07.wav,happy,Actor_07
../dataset\Actor_07\03-01-03-01-02-01-07.wav,happy,Actor_07
../dataset\Actor_07\03-01-03-01-02-02-07.wav,happy,Actor_07
../dataset\Actor_07\03-01-03-02-01-01-07.wav,happy,Actor_07
../dataset\Actor_07\03-01-03-02-01-02-07.wav,happy,Actor_07
../dataset\Actor_07\03-01-03-02-02-01-07.wav,happy,Actor_07
../dataset\Actor_07\03-01-03-02-02-02-07.wav,happy,Actor_07
../dataset\Actor_07\03-01-04-01-01-01-07.wav,sad,Actor_07
../dataset\Actor_07\03-01-04-01-01-02-07.wav,sad,Actor_07
../dataset\Actor_07\03-01-04-01-02-01-07.wav,sad,Actor_07
../dataset\Actor_07\03-01-04-01-02-02-07.wav,sad,Actor_07
../dataset\Actor_07\03-01-04-02-01-01-07.wav,sad,Actor_07
../dataset\Actor_07\03-01-04-02-01-02-07.wav,sad,Actor_07
../dataset\Actor_07\03-01-04-02-02-01-07.wav,sad,Actor_07
../dataset\Actor_07\03-01-04-02-02-02-07.wav,sad,Actor_07
../dataset\Actor_07\03-01-05-01-01-01-07.wav,angry,Actor_07
../dataset\Actor_07\03-01-05-01-01-02-07.wav,angry,Actor_07
../dataset\Actor_07\03-01-05-01-02-01-07.wav,angry,Actor_07
../dataset\Actor_07\03-01-05-01-02-02-07.wav,angry,Actor_07
../dataset\Actor_07\03-01-05-02-01-01-07.wav,angry,Actor_07
../dataset\Actor_07\03-01-05-02-01-02-07.wav,angry,Actor_07
../dataset\Actor_07\03-01-05-02-02-01-07.wav,angry,Actor_07
../dataset\Actor_07\03-01-05-02-02-02-07.wav,angry,Actor_07
../dataset\Actor_07\03-01-06-01-01-01-07.wav,fearful,Actor_07
../dataset\Actor_07\03-01-06-01-01-02-07.wav,fearful,Actor_07
../dataset\Actor_07\03-01-06-01-02-01-07.wav,fearful,Actor_07
../dataset\Actor_07\03-01-06-01-02-02-07.wav,fearful,Actor_07
../dataset\Actor_07\03-01-06-02-01-01-07.wav,fearful,Actor_07
../dataset\Actor_07\03-01-06-02-01-02-07.wav,fearful,Actor_07
../dataset\Actor_07\03-01-06-02-02-01-07.wav,fearful,Actor_07
../dataset\Actor_07\03-01-06-02-02-02-07.wav,fearful,Actor_07
../dataset\Actor_07\03-01-07-01-01-01-07.wav,disgust,Actor_07
../dataset\Actor_07\03-01-07-01-01-02-07.wav,disgust,Actor_07
../dataset\Actor_07\03-01-07-01-02-01-07.wav,disgust,Actor_07
../dataset\Actor_07\03-01-07-01-02-02-07.wav,disgust,Actor_07
../dataset\Actor_07\03-01-07-02-01-01-07.wav,disgust,Actor_07
../dataset\Actor_07\03-01-07-02-01-02-07.wav,disgust,Actor_07
../dataset\Actor_07\03-01-07-02-02-01-07.wav,disgust,Actor_07
../dataset\Actor_07\03-01-07-02-02-02-07.wav,disgust,Actor_07
../dataset\Actor_07\03-01-08-01-01-01-07.wav,surprised,Actor_07
../dataset\Actor_07\03-01-08-01-01-02-07.wav,surprised,Actor_07
../dataset\Actor_07\03-01-08-01-02-01-07.wav,surprised,Actor_07
../dataset\Actor_07\03-01-08-01-02-02-07.wav,surprised,Actor_07
../dataset\Actor_07\03-01-08-02-01-01-07.wav,surprised,Actor_07
../dataset\Actor_07\03-01-08-02-01-02-07.wav,surprised,Actor_07
../dataset\Actor_07\03-01-08-02-02-01-07.wav,surprised,Actor_07
../dataset\Actor_07\03-01-08-02-02-02-07.wav,surprised,Actor_07
../dataset\Actor_08\03-01-01-01-01-01-08.wav,neutral,Actor_08
../dataset\Actor_08\03-01-01-01-01-02-08.wav,neutral,Actor_08
../dataset\Actor_08\03-01-01-01-02-01-08.wav,neutral,Actor_08
../dataset\Actor_08\03-01-01-01-02-02-08.wav,neutral,Actor_08
../dataset\Actor_08\03-01-02-01-01-01-08.wav,calm,Actor_08
../dataset\Actor_08\03-01-02-01-01-02-08.wav,calm,Actor_08
../dataset\Actor_08\03-01-02-01-02-01-08.wav,calm,Actor_08
../dataset\Actor_08\03-01-02-01-02-02-08.wav,calm,Actor_08
../dataset\Actor_08\03-01-02-02-01-01-08.wav,calm,Actor_08
../dataset\Actor_08\03-01-02-02-01-02-08.wav,calm,Actor_08
../dataset\Actor_08\03-01-02-02-02-01-08.wav,calm,Actor_08
../dataset\Actor_08\03-01-02-02-02-02-08.wav,calm,Actor_08
../dataset\Actor_08\03-01-03-01-01-01-08.wav,happy,Actor_08
../dataset\Actor_08\03-01-03-01-01-02-08.wav,happy,Actor_08
../dataset\Actor_08\03-01-03-01-02-01-08.wav,happy,Actor_08
../dataset\Actor_08\03-01-03-01-02-02-08.wav,happy,Actor_08
../dataset\Actor_08\03-01-03-02-01-01-08.wav,happy,Actor_08
../dataset\Actor_08\03-01-03-02-01-02-08.wav,happy,Actor_08
../dataset\Actor_08\03-01-03-02-02-01-08.wav,happy,Actor_08
../dataset\Actor_08\03-01-03-02-02-02-08.wav,happy,Actor_08
../dataset\Actor_08\03-01-04-01-01-01-08.wav,sad,Actor_08
../dataset\Actor_08\03-01-04-01-01-02-08.wav,sad,Actor_08
../dataset\Actor_08\03-01-04-01-02-01-08.wav,sad,Actor_08
../dataset\Actor_08\03-01-04-01-02-02-08.wav,sad,Actor_08
../dataset\Actor_08\03-01-04-02-01-01-08.wav,sad,Actor_08
../dataset\Actor_08\03-01-04-02-01-02-08.wav,sad,Actor_08
../dataset\Actor_08\03-01-04-02-02-01-08.wav,sad,Actor_08
../dataset\Actor_08\03-01-04-02-02-02-08.wav,sad,Actor_08
../dataset\Actor_08\03-01-05-01-01-01-08.wav,angry,Actor_08
../dataset\Actor_08\03-01-05-01-01-02-08.wav,angry,Actor_08
../dataset\Actor_08\03-01-05-01-02-01-08.wav,angry,Actor_08
../dataset\Actor_08\03-01-05-01-02-02-08.wav,angry,Actor_08
../dataset\Actor_08\03-01-05-02-01-01-08.wav,angry,Actor_08
../dataset\Actor_08\03-01-05-02-01-02-08.wav,angry,Actor_08
../dataset\Actor_08\03-01-05-02-02-01-08.wav,angry,Actor_08
../dataset\Actor_08\03-01-05-02-02-02-08.wav,angry,Actor_08
../dataset\Actor_08\03-01-06-01-01-01-08.wav,fearful,Actor_08
../dataset\Actor_08\03-01-06-01-01-02-08.wav,fearful,Actor_08
../dataset\Actor_08\03-01-06-01-02-01-08.wav,fearful,Actor_08
../dataset\Actor_08\03-01-06-01-02-02-08.wav,fearful,Actor_08
../dataset\Actor_08\03-01-06-02-01-01-08.wav,fearful,Actor_08
../dataset\Actor_08\03-01-06-02-01-02-08.wav,fearful,Actor_08
../dataset\Actor_08\03-01-06-02-02-01-08.wav,fearful,Actor_08
../dataset\Actor_08\03-01-06-02-02-02-08.wav,fearful,Actor_08
../dataset\Actor_08\03-01-07-01-01-01-08.wav,disgust,Actor_08
../dataset\Actor_08\03-01-07-01-01-02-08.wav,disgust,Actor_08
../dataset\Actor_08\03-01-07-01-02-01-08.wav,disgust,Actor_08
../dataset\Actor_08\03-01-07-01-02-02-08.wav,disgust,Actor_08
../dataset\Actor_08\03-01-07-02-01-01-08.wav,disgust,Actor_08
../dataset\Actor_08\03-01-07-02-01-02-08.wav,disgust,Actor_08
../dataset\Actor_08\03-01-07-02-02-01-08.wav,disgust,Actor_08
../dataset\Actor_08\03-01-07-02-02-02-08.wav,disgust,Actor_08
../dataset\Actor_08\03-01-08-01-01-01-08.wav,surprised,Actor_08
../dataset\Actor_08\03-01-08-01-01-02-08.wav,surprised,Actor_08
../dataset\Actor_08\03-01-08-01-02-01-08.wav,surprised,Actor_08
../dataset\Actor_08\03-01-08-01-02-02-08.wav,surprised,Actor_08
../dataset\Actor_08\03-01-08-02-01-01-08.wav,surprised,Actor_08
../dataset\Actor_08\03-01-08-02-01-02-08.wav,surprised,Actor_08
../dataset\Actor_08\03-01-08-02-02-01-08.wav,surprised,Actor_08
../dataset\Actor_08\03-01-08-02-02-02-08.wav,surprised,Actor_08
../dataset\Actor_09\03-01-01-01-01-01-09.wav,neutral,Actor_09
../dataset\Actor_09\03-01-01-01-01-02-09.wav,neutral,Actor_09
../dataset\Actor_09\03-01-01-01-02-01-09.wav,neutral,Actor_09
../dataset\Actor_09\03-01-01-01-02-02-09.wav,neutral,Actor_09
../dataset\Actor_09\03-01-02-01-01-01-09.wav,calm,Actor_09
../dataset\Actor_09\03-01-02-01-01-02-09.wav,calm,Actor_09
../dataset\Actor_09\03-01-02-01-02-01-09.wav,calm,Actor_09
../dataset\Actor_09\03-01-02-01-02-02-09.wav,calm,Actor_09
../dataset\Actor_09\03-01-02-02-01-01-09.wav,calm,Actor_09
../dataset\Actor_09\03-01-02-02-01-02-09.wav,calm,Actor_09
../dataset\Actor_09\03-01-02-02-02-01-09.wav,calm,Actor_09
../dataset\Actor_09\03-01-02-02-02-02-09.wav,calm,Actor_09
../dataset\Actor_09\03-01-03-01-01-01-09.wav,happy,Actor_09
../dataset\Actor_09\03-01-03-01-01-02-09.wav,happy,Actor_09
../dataset\Actor_09\03-01-03-01-02-01-09.wav,happy,Actor_09
../dataset\Actor_09\03-01-03-01-02-02-09.wav,happy,Actor_09
../dataset\Actor_09\03-01-03-02-01-01-09.wav,happy,Actor_09
../dataset\Actor_09\03-01-03-02-01-02-09.wav,happy,Actor_09
../dataset\Actor_09\03-01-03-02-02-01-09.wav,happy,Actor_09
../dataset\Actor_09\03-01-03-02-02-02-09.wav,happy,Actor_09
../dataset\Actor_09\03-01-04-01-01-01-09.wav,sad,Actor_09
../dataset\Actor_09\03-01-04-01-01-02-09.wav,sad,Actor_09
../dataset\Actor_09\03-01-04-01-02-01-09.wav,sad,Actor_09
../dataset\Actor_09\03-01-04-01-02-02-09.wav,sad,Actor_09
../dataset\Actor_09\03-01-04-02-01-01-09.wav,sad,Actor_09
../dataset\Actor_09\03-01-04-02-01-02-09.wav,sad,Actor_09
../dataset\Actor_09\03-01-04-02-02-01-09.wav,sad,Actor_09
../dataset\Actor_09\03-01-04-02-02-02-09.wav,sad,Actor_09
../dataset\Actor_09\03-01-05-01-01-01-09.wav,angry,Actor_09
../dataset\Actor_09\03-01-05-01-01-02-09.wav,angry,Actor_09
../dataset\Actor_09\03-01-05-01-02-01-09.wav,angry,Actor_09
../dataset\Actor_09\03-01-05-01-02-02-09.wav,angry,Actor_09
../dataset\Actor_09\03-01-05-02-01-01-09.wav,angry,Actor_09
../dataset\Actor_09\03-01-05-02-01-02-09.wav,angry,Actor_09
../dataset\Actor_09\03-01-05-02-02-01-09.wav,angry,Actor_09
../dataset\Actor_09\03-01-05-02-02-02-09.wav,angry,Actor_09
../dataset\Actor_09\03-01-06-01-01-01-09.wav,fearful,Actor_09
../dataset\Actor_09\03-01-06-01-01-02-09.wav,fearful,Actor_09
../dataset\Actor_09\03-01-06-01-02-01-09.wav,fearful,Actor_09
../dataset\Actor_09\03-01-06-01-02-02-09.wav,fearful,Actor_09
../dataset\Actor_09\03-01-06-02-01-01-09.wav,fearful,Actor_09
../dataset\Actor_09\03-01-06-02-01-02-09.wav,fearful,Actor_09
../dataset\Actor_09\03-01-06-02-02-01-09.wav,fearful,Actor_09
../dataset\Actor_09\03-01-06-02-02-02-09.wav,fearful,Actor_09
../dataset\Actor_09\03-01-07-01-01-01-09.wav,disgust,Actor_09
../dataset\Actor_09\03-01-07-01-01-02-09.wav,disgust,Actor_09
../dataset\Actor_09\03-01-07-01-02-01-09.wav,disgust,Actor_09
../dataset\Actor_09\03-01-07-01-02-02-09.wav,disgust,Actor_09
../dataset\Actor_09\03-01-07-02-01-01-09.wav,disgust,Actor_09
../dataset\Actor_09\03-01-07-02-01-02-09.wav,disgust,Actor_09
../dataset\Actor_09\03-01-07-02-02-01-09.wav,disgust,Actor_09
../dataset\Actor_09\03-01-07-02-02-02-09.wav,disgust,Actor_09
../dataset\Actor_09\03-01-08-01-01-01-09.wav,surprised,Actor_09
../dataset\Actor_09\03-01-08-01-01-02-09.wav,surprised,Actor_09
../dataset\Actor_09\03-01-08-01-02-01-09.wav,surprised,Actor_09
../dataset\Actor_09\03-01-08-01-02-02-09.wav,surprised,Actor_09
../dataset\Actor_09\03-01-08-02-01-01-09.wav,surprised,Actor_09
../dataset\Actor_09\03-01-08-02-01-02-09.wav,surprised,Actor_09
../dataset\Actor_09\03-01-08-02-02-01-09.wav,surprised,Actor_09
../dataset\Actor_09\03-01-08-02-02-02-09.wav,surprised,Actor_09
../dataset\Actor_10\03-01-01-01-01-01-10.wav,neutral,Actor_10
../dataset\Actor_10\03-01-01-01-01-02-10.wav,neutral,Actor_10
../dataset\Actor_10\03-01-01-01-02-01-10.wav,neutral,Actor_10
../dataset\Actor_10\03-01-01-01-02-02-10.wav,neutral,Actor_10
../dataset\Actor_10\03-01-02-01-01-01-10.wav,calm,Actor_10
../dataset\Actor_10\03-01-02-01-01-02-10.wav,calm,Actor_10
../dataset\Actor_10\03-01-02-01-02-01-10.wav,calm,Actor_10
../dataset\Actor_10\03-01-02-01-02-02-10.wav,calm,Actor_10
../dataset\Actor_10\03-01-02-02-01-01-10.wav,calm,Actor_10
../dataset\Actor_10\03-01-02-02-01-02-10.wav,calm,Actor_10
../dataset\Actor_10\03-01-02-02-02-01-10.wav,calm,Actor_10
../dataset\Actor_10\03-01-02-02-02-02-10.wav,calm,Actor_10
../dataset\Actor_10\03-01-03-01-01-01-10.wav,happy,Actor_10
../dataset\Actor_10\03-01-03-01-01-02-10.wav,happy,Actor_10
../dataset\Actor_10\03-01-03-01-02-01-10.wav,happy,Actor_10
../dataset\Actor_10\03-01-03-01-02-02-10.wav,happy,Actor_10
../dataset\Actor_10\03-01-03-02-01-01-10.wav,happy,Actor_10
../dataset\Actor_10\03-01-03-02-01-02-10.wav,happy,Actor_10
../dataset\Actor_10\03-01-03-02-02-01-10.wav,happy,Actor_10
../dataset\Actor_10\03-01-03-02-02-02-10.wav,happy,Actor_10
../dataset\Actor_10\03-01-04-01-01-01-10.wav,sad,Actor_10
../dataset\Actor_10\03-01-04-01-01-02-10.wav,sad,Actor_10
../dataset\Actor_10\03-01-04-01-02-01-10.wav,sad,Actor_10
../dataset\Actor_10\03-01-04-01-02-02-10.wav,sad,Actor_10
../dataset\Actor_10\03-01-04-02-01-01-10.wav,sad,Actor_10
../dataset\Actor_10\03-01-04-02-01-02-10.wav,sad,Actor_10
../dataset\Actor_10\03-01-04-02-02-01-10.wav,sad,Actor_10
../dataset\Actor_10\03-01-04-02-02-02-10.wav,sad,Actor_10
../dataset\Actor_10\03-01-05-01-01-01-10.wav,angry,Actor_10
../dataset\Actor_10\03-01-05-01-01-02-10.wav,angry,Actor_10
../dataset\Actor_10\03-01-05-01-02-01-10.wav,angry,Actor_10
../dataset\Actor_10\03-01-05-01-02-02-10.wav,angry,Actor_10
../dataset\Actor_10\03-01-05-02-01-01-10.wav,angry,Actor_10
../dataset\Actor_10\03-01-05-02-01-02-10.wav,angry,Actor_10
../dataset\Actor_10\03-01-05-02-02-01-10.wav,angry,Actor_10
../dataset\Actor_10\03-01-05-02-02-02-10.wav,angry,Actor_10
../dataset\Actor_10\03-01-06-01-01-01-10.wav,fearful,Actor_10
../dataset\Actor_10\03-01-06-01-01-02-10.wav,fearful,Actor_10
../dataset\Actor_10\03-01-06-01-02-01-10.wav,fearful,Actor_10
../dataset\Actor_10\03-01-06-01-02-02-10.wav,fearful,Actor_10
../dataset\Actor_10\03-01-06-02-01-01-10.wav,fearful,Actor_10
../dataset\Actor_10\03-01-06-02-01-02-10.wav,fearful,Actor_10
../dataset\Actor_10\03-01-06-02-02-01-10.wav,fearful,Actor_10
../dataset\Actor_10\03-01-06-02-02-02-10.wav,fearful,Actor_10
../dataset\Actor_10\03-01-07-01-01-01-10.wav,disgust,Actor_10
../dataset\Actor_10\03-01-07-01-01-02-10.wav,disgust,Actor_10
../dataset\Actor_10\03-01-07-01-02-01-10.wav,disgust,Actor_10
../dataset\Actor_10\03-01-07-01-02-02-10.wav,disgust,Actor_10
../dataset\Actor_10\03-01-07-02-01-01-10.wav,disgust,Actor_10
../dataset\Actor_10\03-01-07-02-01-02-10.wav,disgust,Actor_10
../dataset\Actor_10\03-01-07-02-02-01-10.wav,disgust,Actor_10
../dataset\Actor_10\03-01-07-02-02-02-10.wav,disgust,Actor_10
../dataset\Actor_10\03-01-08-01-01-01-10.wav,surprised,Actor_10
../dataset\Actor_10\03-01-08-01-01-02-10.wav,surprised,Actor_10
../dataset\Actor_10\03-01-08-01-02-01-10.wav,surprised,Actor_10
../dataset\Actor_10\03-01-08-01-02-02-10.wav,surprised,Actor_10
../dataset\Actor_10\03-01-08-02-01-01-10.wav,surprised,Actor_10
../dataset\Actor_10\03-01-08-02-01-02-10.wav,surprised,Actor_10
../dataset\Actor_10\03-01-08-02-02-01-10.wav,surprised,Actor_10
../dataset\Actor_10\03-01-08-02-02-02-10.wav,surprised,Actor_10
../dataset\Actor_11\03-01-01-01-01-01-11.wav,neutral,Actor_11
../dataset\Actor_11\03-01-01-01-01-02-11.wav,neutral,Actor_11
../dataset\Actor_11\03-01-01-01-02-01-11.wav,neutral,Actor_11
../dataset\Actor_11\03-01-01-01-02-02-11.wav,neutral,Actor_11
../dataset\Actor_11\03-01-02-01-01-01-11.wav,calm,Actor_11
../dataset\Actor_11\03-01-02-01-01-02-11.wav,calm,Actor_11
../dataset\Actor_11\03-01-02-01-02-01-11.wav,calm,Actor_11
../dataset\Actor_11\03-01-02-01-02-02-11.wav,calm,Actor_11
../dataset\Actor_11\03-01-02-02-01-01-11.wav,calm,Actor_11
../dataset\Actor_11\03-01-02-02-01-02-11.wav,calm,Actor_11
../dataset\Actor_11\03-01-02-02-02-01-11.wav,calm,Actor_11
../dataset\Actor_11\03-01-02-02-02-02-11.wav,calm,Actor_11
../dataset\Actor_11\03-01-03-01-01-01-11.wav,happy,Actor_11
../dataset\Actor_11\03-01-03-01-01-02-11.wav,happy,Actor_11
../dataset\Actor_11\03-01-03-01-02-01-11.wav,happy,Actor_11
../dataset\Actor_11\03-01-03-01-02-02-11.wav,happy,Actor_11
../dataset\Actor_11\03-01-03-02-01-01-11.wav,happy,Actor_11
../dataset\Actor_11\03-01-03-02-01-02-11.wav,happy,Actor_11
../dataset\Actor_11\03-01-03-02-02-01-11.wav,happy,Actor_11
../dataset\Actor_11\03-01-03-02-02-02-11.wav,happy,Actor_11
../dataset\Actor_11\03-01-04-01-01-01-11.wav,sad,Actor_11
../dataset\Actor_11\03-01-04-01-01-02-11.wav,sad,Actor_11
../dataset\Actor_11\03-01-04-01-02-01-11.wav,sad,Actor_11
../dataset\Actor_11\03-01-04-01-02-02-11.wav,sad,Actor_11
../dataset\Actor_11\03-01-04-02-01-01-11.wav,sad,Actor_11
../dataset\Actor_11\03-01-04-02-01-02-11.wav,sad,Actor_11
../dataset\Actor_11\03-01-04-02-02-01-11.wav,sad,Actor_11
../dataset\Actor_11\03-01-04-02-02-02-11.wav,sad,Actor_11
../dataset\Actor_11\03-01-05-01-01-01-11.wav,angry,Actor_11
../dataset\Actor_11\03-01-05-01-01-02-11.wav,angry,Actor_11
../dataset\Actor_11\03-01-05-01-02-01-11.wav,angry,Actor_11
../dataset\Actor_11\03-01-05-01-02-02-11.wav,angry,Actor_11
../dataset\Actor_11\03-01-05-02-01-01-11.wav,angry,Actor_11
../dataset\Actor_11\03-01-05-02-01-02-11.wav,angry,Actor_11
../dataset\Actor_11\03-01-05-02-02-01-11.wav,angry,Actor_11
../dataset\Actor_11\03-01-05-02-02-02-11.wav,angry,Actor_11
../dataset\Actor_11\03-01-06-01-01-01-11.wav,fearful,Actor_11
../dataset\Actor_11\03-01-06-01-01-02-11.wav,fearful,Actor_11
../dataset\Actor_11\03-01-06-01-02-01-11.wav,fearful,Actor_11
../dataset\Actor_11\03-01-06-01-02-02-11.wav,fearful,Actor_11
../dataset\Actor_11\03-01-06-02-01-01-11.wav,fearful,Actor_11
../dataset\Actor_11\03-01-06-02-01-02-11.wav,fearful,Actor_11
../dataset\Actor_11\03-01-06-02-02-01-11.wav,fearful,Actor_11
../dataset\Actor_11\03-01-06-02-02-02-11.wav,fearful,Actor_11
../dataset\Actor_11\03-01-07-01-01-01-11.wav,disgust,Actor_11
../dataset\Actor_11\03-01-07-01-01-02-11.wav,disgust,Actor_11
../dataset\Actor_11\03-01-07-01-02-01-11.wav,disgust,Actor_11
../dataset\Actor_11\03-01-07-01-02-02-11.wav,disgust,Actor_11
../dataset\Actor_11\03-01-07-02-01-01-11.wav,disgust,Actor_11
../dataset\Actor_11\03-01-07-02-01-02-11.wav,disgust,Actor_11
../dataset\Actor_11\03-01-07-02-02-01-11.wav,disgust,Actor_11
../dataset\Actor_11\03-01-07-02-02-02-11.wav,disgust,Actor_11
../dataset\Actor_11\03-01-08-01-01-01-11.wav,surprised,Actor_11
../dataset\Actor_11\03-01-08-01-01-02-11.wav,surprised,Actor_11
../dataset\Actor_11\03-01-08-01-02-01-11.wav,surprised,Actor_11
../dataset\Actor_11\03-01-08-01-02-02-11.wav,surprised,Actor_11
../dataset\Actor_11\03-01-08-02-01-01-11.wav,surprised,Actor_11
../dataset\Actor_11\03-01-08-02-01-02-11.wav,surprised,Actor_11
../dataset\Actor_11\03-01-08-02-02-01-11.wav,surprised,Actor_11
../dataset\Actor_11\03-01-08-02-02-02-11.wav,surprised,Actor_11
../dataset\Actor_12\03-01-01-01-01-01-12.wav,neutral,Actor_12
../dataset\Actor_12\03-01-01-01-01-02-12.wav,neutral,Actor_12
../dataset\Actor_12\03-01-01-01-02-01-12.wav,neutral,Actor_12
../dataset\Actor_12\03-01-01-01-02-02-12.wav,neutral,Actor_12
../dataset\Actor_12\03-01-02-01-01-01-12.wav,calm,Actor_12
../dataset\Actor_12\03-01-02-01-01-02-12.wav,calm,Actor_12
../dataset\Actor_12\03-01-02-01-02-01-12.wav,calm,Actor_12
../dataset\Actor_12\03-01-02-01-02-02-12.wav,calm,Actor_12
../dataset\Actor_12\03-01-02-02-01-01-12.wav,calm,Actor_12
../dataset\Actor_12\03-01-02-02-01-02-12.wav,calm,Actor_12
../dataset\Actor_12\03-01-02-02-02-01-12.wav,calm,Actor_12
../dataset\Actor_12\03-01-02-02-02-02-12.wav,calm,Actor_12
../dataset\Actor_12\03-01-03-01-01-01-12.wav,happy,Actor_12
../dataset\Actor_12\03-01-03-01-01-02-12.wav,happy,Actor_12
../dataset\Actor_12\03-01-03-01-02-01-12.wav,happy,Actor_12
../dataset\Actor_12\03-01-03-01-02-02-12.wav,happy,Actor_12
../dataset\Actor_12\03-01-03-02-01-01-12.wav,happy,Actor_12
../dataset\Actor_12\03-01-03-02-01-02-12.wav,happy,Actor_12
../dataset\Actor_12\03-01-03-02-02-01-12.wav,happy,Actor_12
../dataset\Actor_12\03-01-03-02-02-02-12.wav,happy,Actor_12
../dataset\Actor_12\03-01-04-01-01-01-12.wav,sad,Actor_12
../dataset\Actor_12\03-01-04-01-01-02-12.wav,sad,Actor_12
../dataset\Actor_12\03-01-04-01-02-01-12.wav,sad,Actor_12
../dataset\Actor_12\03-01-04-01-02-02-12.wav,sad,Actor_12
../dataset\Actor_12\03-01-04-02-01-01-12.wav,sad,Actor_12
../dataset\Actor_12\03-01-04-02-01-02-12.wav,sad,Actor_12
../dataset\Actor_12\03-01-04-02-02-01-12.wav,sad,Actor_12
../dataset\Actor_12\03-01-04-02-02-02-12.wav,sad,Actor_12
../dataset\Actor_12\03-01-05-01-01-01-12.wav,angry,Actor_12
../dataset\Actor_12\03-01-05-01-01-02-12.wav,angry,Actor_12
../dataset\Actor_12\03-01-05-01-02-01-12.wav,angry,Actor_12
../dataset\Actor_12\03-01-05-01-02-02-12.wav,angry,Actor_12
../dataset\Actor_12\03-01-05-02-01-01-12.wav,angry,Actor_12
../dataset\Actor_12\03-01-05-02-01-02-12.wav,angry,Actor_12
../dataset\Actor_12\03-01-05-02-02-01-12.wav,angry,Actor_12
../dataset\Actor_12\03-01-05-02-02-02-12.wav,angry,Actor_12
../dataset\Actor_12\03-01-06-01-01-01-12.wav,fearful,Actor_12
../dataset\Actor_12\03-01-06-01-01-02-12.wav,fearful,Actor_12
../dataset\Actor_12\03-01-06-01-02-01-12.wav,fearful,Actor_12
../dataset\Actor_12\03-01-06-01-02-02-12.wav,fearful,Actor_12
../dataset\Actor_12\03-01-06-02-01-01-12.wav,fearful,Actor_12
../dataset\Actor_12\03-01-06-02-01-02-12.wav,fearful,Actor_12
../dataset\Actor_12\03-01-06-02-02-01-12.wav,fearful,Actor_12
../dataset\Actor_12\03-01-06-02-02-02-12.wav,fearful,Actor_12
../dataset\Actor_12\03-01-07-01-01-01-12.wav,disgust,Actor_12
../dataset\Actor_12\03-01-07-01-01-02-12.wav,disgust,Actor_12
../dataset\Actor_12\03-01-07-01-02-01-12.wav,disgust,Actor_12
../dataset\Actor_12\03-01-07-01-02-02-12.wav,disgust,Actor_12
../dataset\Actor_12\03-01-07-02-01-01-12.wav,disgust,Actor_12
../dataset\Actor_12\03-01-07-02-01-02-12.wav,disgust,Actor_12
../dataset\Actor_12\03-01-07-02-02-01-12.wav,disgust,Actor_12
../dataset\Actor_12\03-01-07-02-02-02-12.wav,disgust,Actor_12
../dataset\Actor_12\03-01-08-01-01-01-12.wav,surprised,Actor_12
../dataset\Actor_12\03-01-08-01-01-02-12.wav,surprised,Actor_12
../dataset\Actor_12\03-01-08-01-02-01-12.wav,surprised,Actor_12
../dataset\Actor_12\03-01-08-01-02-02-12.wav,surprised,Actor_12
../dataset\Actor_12\03-01-08-02-01-01-12.wav,surprised,Actor_12
../dataset\Actor_12\03-01-08-02-01-02-12.wav,surprised,Actor_12
../dataset\Actor_12\03-01-08-02-02-01-12.wav,surprised,Actor_12
../dataset\Actor_12\03-01-08-02-02-02-12.wav,surprised,Actor_12
../dataset\Actor_13\03-01-01-01-01-01-13.wav,neutral,Actor_13
../dataset\Actor_13\03-01-01-01-01-02-13.wav,neutral,Actor_13
../dataset\Actor_13\03-01-01-01-02-01-13.wav,neutral,Actor_13
../dataset\Actor_13\03-01-01-01-02-02-13.wav,neutral,Actor_13
../dataset\Actor_13\03-01-02-01-01-01-13.wav,calm,Actor_13
../dataset\Actor_13\03-01-02-01-01-02-13.wav,calm,Actor_13
../dataset\Actor_13\03-01-02-01-02-01-13.wav,calm,Actor_13
../dataset\Actor_13\03-01-02-01-02-02-13.wav,calm,Actor_13
../dataset\Actor_13\03-01-02-02-01-01-13.wav,calm,Actor_13
../dataset\Actor_13\03-01-02-02-01-02-13.wav,calm,Actor_13
../dataset\Actor_13\03-01-02-02-02-01-13.wav,calm,Actor_13
../dataset\Actor_13\03-01-02-02-02-02-13.wav,calm,Actor_13
../dataset\Actor_13\03-01-03-01-01-01-13.wav,happy,Actor_13
../dataset\Actor_13\03-01-03-01-01-02-13.wav,happy,Actor_13
../dataset\Actor_13\03-01-03-01-02-01-13.wav,happy,Actor_13
../dataset\Actor_13\03-01-03-01-02-02-13.wav,happy,Actor_13
../dataset\Actor_13\03-01-03-02-01-01-13.wav,happy,Actor_13
../dataset\Actor_13\03-01-03-02-01-02-13.wav,happy,Actor_13
../dataset\Actor_13\03-01-03-02-02-01-13.wav,happy,Actor_13
../dataset\Actor_13\03-01-03-02-02-02-13.wav,happy,Actor_13
../dataset\Actor_13\03-01-04-01-01-01-13.wav,sad,Actor_13
../dataset\Actor_13\03-01-04-01-01-02-13.wav,sad,Actor_13
../dataset\Actor_13\03-01-04-01-02-01-13.wav,sad,Actor_13
../dataset\Actor_13\03-01-04-01-02-02-13.wav,sad,Actor_13
../dataset\Actor_13\03-01-04-02-01-01-13.wav,sad,Actor_13
../dataset\Actor_13\03-01-04-02-01-02-13.wav,sad,Actor_13
